,jellycat_id,jellycat_name,price,information,link,image_link,date_created
0,b7f57137-a05b-42e8-a612-cd84bb818353,Bashful Luxe Bunny Azure,35.0,Huge Medium Buy MeOut of StockNew InBashful Luxe Bunny Azure $35.00 USD            (1),/us/bashful-luxe-bunny-azure-bas3azu/,https://www.jellycat.com/images/products/medium/BAS3AZU.jpg,2024-01-04 22:01:26
1,93ef1873-6e9d-4876-ac0a-6db709ac4819,All Kinds of Cats Book,15.0,One Size  - 942Buy MeOut of StockNew InAll Kinds of Cats Book $15.00 USD  ,/us/all-kinds-of-cats-book-bk4cats/,https://www.jellycat.com/images/products/medium/BK4CATS.jpg,2024-01-04 22:01:26
2,c2b8b71c-89d4-4c0f-8741-76cef6eeb4e5,Fergus Frog,50.0,One Size  - 3690Buy MeOut of StockNew InFergus Frog $50.00 USD            (6),/us/fergus-frog-ff3fe/,https://www.jellycat.com/images/products/medium/FF3FE.jpg,2024-01-04 22:01:26
3,c612ce43-2d72-475f-85b4-e6e57b907bc3,Jellycat Head Giant,220.0,One Size  - 120Buy MeOut of StockNew InJellycat Head Giant $220.00 USD  ,/us/jellycat-head-giant-jelc1d/,https://www.jellycat.com/images/products/medium/JELC1D.jpg,2024-01-04 22:01:26
4,ec14a9f5-e67f-403f-98a9-017733f013e8,Jellycat Jack,165.0,Really Big Huge Medium Buy MeOut of StockNew InJellycat Jack $165.00 USD            (3),/us/jellycat-jack-jelc3m/,https://www.jellycat.com/images/products/medium/JELC3M.jpg,2024-01-04 22:01:26
5,eefb79c3-951a-47bb-b4c5-f36293729583,Jellycat Bag Charm,28.0,One Size  - 14381Buy MeOut of StockNew InJellycat Bag Charm $28.00 USD  ,/us/jellycat-bag-charm-jelc4bc/,https://www.jellycat.com/images/products/medium/JELC4BC.jpg,2024-01-04 22:01:26
6,15e172b3-b159-4636-9f5c-ef2dc20b0dc8,Jellycat Bag,45.0,One Size  - 627Buy MeOut of StockNew InJellycat Bag $45.00 USD  ,/us/jellycat-bag-jelc4bg/,https://www.jellycat.com/images/products/medium/JELC4BG.jpg,2024-01-04 22:01:26
7,4b32306e-6703-4cbe-aff4-999d39eb1106,Junglie Monkey,55.0,Medium  - 2976Buy MeOut of StockNew InJunglie Monkey $55.00 USD  ,/us/junglie-monkey-jun3mk/,https://www.jellycat.com/images/products/medium/JUN3MK.jpg,2024-01-04 22:01:26
8,1da2c4f8-2e63-4bd3-8f5e-6220dd9403a7,Truffles Sheep,110.0,Large  - 1745Buy MeOut of StockNew InTruffles Sheep $110.00 USD  ,/us/truffles-sheep-tr2se/,https://www.jellycat.com/images/products/medium/TR2SE.jpg,2024-01-04 22:01:26
9,0aeef629-f95c-40e7-b3c9-4e7c698ed1d8,Golden Dragon,65.0,Huge Large Little Buy MeOut of StockNew InGolden Dragon $65.00 USD  ,/us/golden-dragon-gld2dd/,https://www.jellycat.com/images/products/medium/GLD2DD.jpg,2024-01-04 22:01:26
10,97a4b344-dcb6-4f50-a391-e187cc0ddc7d,Golden Dragon Bag Charm,28.0,One Size  - 1224Buy MeOut of StockNew InGolden Dragon Bag Charm $28.00 USD  ,/us/golden-dragon-bag-charm-gld4bc/,https://www.jellycat.com/images/products/medium/GLD4BC.jpg,2024-01-04 22:01:26
11,be04bae1-ba1a-4f11-90ee-1b0162c7014b,Lavender Dragon Bag Charm,28.0,One Size  - 2281Buy MeOut of StockNew InLavender Dragon Bag Charm $28.00 USD  ,/us/lavender-dragon-bag-charm-lav4bc/,https://www.jellycat.com/images/products/medium/LAV4BC.jpg,2024-01-04 22:01:26
12,767dad34-eb89-4b01-bd92-68599c50b751,Little Dragon Bag Charm,23.0,One Size  - 18860Buy MeOut of StockNew InLittle Dragon Bag Charm $23.00 USD  ,/us/little-dragon-bag-charm-ldg4bc/,https://www.jellycat.com/images/products/medium/LDG4BC.jpg,2024-01-04 22:01:26
13,4ccd868c-e3bd-4d18-afed-225a0ae0eaf3,Rose Dragon Bag Charm,28.0,One Size  - 168Buy MeOut of StockNew InRose Dragon Bag Charm $28.00 USD  ,/us/rose-dragon-bag-charm-rose4bc/,https://www.jellycat.com/images/products/medium/ROSE4BC.jpg,2024-01-04 22:01:26
14,45fd82a9-b77e-46cd-8658-11dcab3a7ec0,Snow Dragon Bag Charm,28.0,One Size  - 1035Buy MeOut of StockNew InSnow Dragon Bag Charm $28.00 USD  ,/us/snow-dragon-bag-charm-snw4bc/,https://www.jellycat.com/images/products/medium/SNW4BC.jpg,2024-01-04 22:01:26
15,9b478b6b-0273-459d-a1d1-14bb7f71da44,Aimee Sheep,40.0,One Size  - 2789Buy MeOut of StockNew InAimee Sheep $40.00 USD  ,/us/aimee-sheep-ame2s/,https://www.jellycat.com/images/products/medium/AME2S.jpg,2024-01-04 22:01:26
16,959acd73-5a4d-4f25-8680-380dfe280b36,Bashful Red Love Heart Bunny,32.0,Medium Small Buy MeOut of StockNew InBashful Red Love Heart Bunny $32.00 USD            (1),/us/bashful-red-love-heart-bunny-bb3love/,https://www.jellycat.com/images/products/medium/BB3LOVE.jpg,2024-01-04 22:01:26
17,133bfc34-b5ce-4220-91df-289505a23e55,Fabian Frog Prince,40.0,One Size  - 2334Buy MeOut of StockNew InFabian Frog Prince $40.00 USD  ,/us/fabian-frog-prince-fp3fab/,https://www.jellycat.com/images/products/medium/FP3FAB.jpg,2024-01-04 22:01:26
18,77224c6e-bcfd-4544-a719-c816f843f9e2,Loulou Love Bug,20.0,One Size  - 1691Buy MeOut of StockNew InLoulou Love Bug $20.00 USD            (1),/us/loulou-love-bug-l6lbug/,https://www.jellycat.com/images/products/medium/L6LBUG.jpg,2024-01-04 22:01:26
19,ea89648d-bef8-47e5-b19d-f472524ad215,Amore Bunny,40.0,Medium  - 4823Buy MeOut of StockNew InAmore Bunny $40.00 USD  ,/us/amore-bunny-am2b/,https://www.jellycat.com/images/products/medium/AM2B.jpg,2024-01-04 22:01:26
20,65f78ac1-bc8f-44e9-9cc1-8d2a4013797d,Bibbly Bobbly Sheep,55.0,One Size  - 675Buy MeOut of StockNew InBibbly Bobbly Sheep $55.00 USD  ,/us/bibbly-bobbly-sheep-b2sh/,https://www.jellycat.com/images/products/medium/B2SH.jpg,2024-01-04 22:01:26
21,54c91557-b368-43cc-b592-30e333a03a7c,Brynlee Bee,28.0,One Size  - 201Buy MeOut of StockNew InBrynlee Bee $28.00 USD  ,/us/brynlee-bee-b3bee/,https://www.jellycat.com/images/products/medium/B3BEE.jpg,2024-01-04 22:01:26
22,e88ff72f-b2d5-4e85-9d36-76b95902c858,Bartholomew Bear Bathrobe,45.0,Medium  - 4696Buy MeOut of StockNew InBartholomew Bear Bathrobe $45.00 USD            (1),/us/bartholomew-bear-bathrobe-barm2br/,https://www.jellycat.com/images/products/medium/BARM2BR.jpg,2024-01-04 22:01:26
23,cdc7618c-bd42-4ccf-8bb3-8fc585dbcaec,Bashful Duckling,28.0,Medium  - 1035Buy MeOut of StockNew InBashful Duckling $28.00 USD  ,/us/bashful-duckling-bas3dck/,https://www.jellycat.com/images/products/medium/BAS3DCK.jpg,2024-01-04 22:01:26
24,9bec7a88-d532-4301-aa04-ca7a4258a9e1,Bashful Moss Bunny,28.0,Medium Small Buy MeOut of StockNew InBashful Moss Bunny $28.00 USD  ,/us/bashful-moss-bunny-bas3moss/,https://www.jellycat.com/images/products/medium/BAS3MOSS.jpg,2024-01-04 22:01:26
25,c6c9e3f1-86fb-4f9c-b112-3a8017e45e05,Bashful Viola Bunny,28.0,Medium Small Buy MeOut of StockNew InBashful Viola Bunny $28.00 USD  ,/us/bashful-viola-bunny-bas3vb/,https://www.jellycat.com/images/products/medium/BAS3VB.jpg,2024-01-04 22:01:26
26,4175f4c5-f7d1-4b33-b2b2-920f52b8d370,Bashful Bunny with Carrot,28.0,Small  - 945Buy MeOut of StockNew InBashful Bunny with Carrot $28.00 USD  ,/us/bashful-bunny-with-carrot-bb6c/,https://www.jellycat.com/images/products/medium/BB6C.jpg,2024-01-04 22:01:26
27,1d41f122-8bb3-48dc-8f6c-30d554686a6d,Bashful Bunny with Daffodil,28.0,Small  - 433Buy MeOut of StockNew InBashful Bunny with Daffodil $28.00 USD  ,/us/bashful-bunny-with-daffodil-bb6df/,https://www.jellycat.com/images/products/medium/BB6DF.jpg,2024-01-04 22:01:26
28,80167062-b052-4da9-bfab-3a76721c5d1b,Lottie Fairy Bunny Book,15.0,One Size  - 724Buy MeOut of StockNew InLottie Fairy Bunny Book $15.00 USD  ,/us/lottie-fairy-bunny-book-bk4lotbf/,https://www.jellycat.com/images/products/medium/BK4LOTBF.jpg,2024-01-04 22:01:26
