jellycatid,jellycatname,category,link,imagelink,datecreated
91571a20-407d-4c1b-ab85-e73366bb25a0,Bartholomew Bear Pumpkin,Collections/Super Softies,/us/bartholomew-bear-pumpkin-barl2pum/,https://www.jellycat.com/images/products/medium/BARL2PUM.jpg,2024-01-14 10:23:37
95d70af2-ddf7-401e-8d39-8127c0c647f6,Bashful Luxe Bunny Azure,Collections/Bashful Bunnies,/us/bashful-luxe-bunny-azure-bas3azu/,https://www.jellycat.com/images/products/medium/BAS3AZU.jpg,2024-01-14 10:23:37
db891533-91a1-4767-b8ff-d44adaa3963b,All Kinds of Cats Book,Books/Story Books,/us/all-kinds-of-cats-book-bk4cats/,https://www.jellycat.com/images/products/medium/BK4CATS.jpg,2024-01-14 10:23:37
2ef3123c-f204-4743-b304-99b50785249e,Fergus Frog,Collections/Super Softies,/us/fergus-frog-ff3fe/,https://www.jellycat.com/images/products/medium/FF3FE.jpg,2024-01-14 10:23:37
91b1627e-0150-4a6e-a574-30b79844f59c,Jellycat Head Giant,Collections/Super Softies,/us/jellycat-head-giant-jelc1d/,https://www.jellycat.com/images/products/medium/JELC1D.jpg,2024-01-14 10:23:37
8501e2e5-64ad-40b5-b63c-a57372e8e39b,Jellycat Jack,Collections/Super Softies,/us/jellycat-jack-jelc3m/,https://www.jellycat.com/images/products/medium/JELC3M.jpg,2024-01-14 10:23:37
78d9d93e-bb89-48cc-a0b3-6bad54d418e6,Jellycat Bag Charm,Collections/Super Softies,/us/jellycat-bag-charm-jelc4bc/,https://www.jellycat.com/images/products/medium/JELC4BC.jpg,2024-01-14 10:23:37
dfd6870c-7344-43ef-8ea4-6373420ecb50,Jellycat Bag,Collections/Super Softies,/us/jellycat-bag-jelc4bg/,https://www.jellycat.com/images/products/medium/JELC4BG.jpg,2024-01-14 10:23:37
2fd82a11-9a44-4429-8feb-0d906bd48883,Junglie Monkey,Collections/Super Softies,/us/junglie-monkey-jun3mk/,https://www.jellycat.com/images/products/medium/JUN3MK.jpg,2024-01-14 10:23:37
1b2ff91a-ff15-4705-aa65-29913b38ec34,Truffles Sheep,Collections/Super Softies,/us/truffles-sheep-tr2se/,https://www.jellycat.com/images/products/medium/TR2SE.jpg,2024-01-14 10:23:37
2492ba9f-81c7-42d3-acad-04d8394905a0,Darvin Dragon,Collections/Colourful & Quirky,/us/darvin-dragon-dar3d/,https://www.jellycat.com/images/products/medium/DAR3D.jpg,2024-01-14 10:23:37
d609960e-3fe9-48ab-82ed-86960e503bec,Golden Dragon,Collections/Beautifully Scrumptious,/us/golden-dragon-gld2dd/,https://www.jellycat.com/images/products/medium/GLD2DD.jpg,2024-01-14 10:23:37
58c85529-f06b-43ed-b5d0-5a8f24e77ee0,Golden Dragon Bag Charm,Bags/Bag Charms,/us/golden-dragon-bag-charm-gld4bc/,https://www.jellycat.com/images/products/medium/GLD4BC.jpg,2024-01-14 10:23:37
db6c0e7b-f002-40f0-a3ef-b72252d20bc2,Lavender Dragon Bag Charm,Bags/Bag Charms,/us/lavender-dragon-bag-charm-lav4bc/,https://www.jellycat.com/images/products/medium/LAV4BC.jpg,2024-01-14 10:23:37
71842e49-1009-4326-8087-9e7840f166bc,Little Dragon Bag Charm,Bags/Bag Charms,/us/little-dragon-bag-charm-ldg4bc/,https://www.jellycat.com/images/products/medium/LDG4BC.jpg,2024-01-14 10:23:37
c51146ca-d2e8-4e9d-9557-ecbeee14529f,Rose Dragon Bag Charm,Bags/Bag Charms,/us/rose-dragon-bag-charm-rose4bc/,https://www.jellycat.com/images/products/medium/ROSE4BC.jpg,2024-01-14 10:23:37
9093ebed-cc96-40fb-8622-c30454ed8d08,Snow Dragon Bag Charm,Bags/Bag Charms,/us/snow-dragon-bag-charm-snw4bc/,https://www.jellycat.com/images/products/medium/SNW4BC.jpg,2024-01-14 10:23:37
cb656d35-775c-4cfc-ab4b-095157e35528,Aimee Sheep,Collections/Colourful & Quirky,/us/aimee-sheep-ame2s/,https://www.jellycat.com/images/products/medium/AME2S.jpg,2024-01-14 10:23:37
59c704e9-9ac9-42f1-a347-092edb098f7f,Bashful Red Love Heart Bunny,Collections/Colourful & Quirky,/us/bashful-red-love-heart-bunny-bb3love/,https://www.jellycat.com/images/products/medium/BB3LOVE.jpg,2024-01-14 10:23:37
3a9694f2-3f41-452d-8345-6a27f7a4d7c4,Fabian Frog Prince,Collections/Colourful & Quirky,/us/fabian-frog-prince-fp3fab/,https://www.jellycat.com/images/products/medium/FP3FAB.jpg,2024-01-14 10:23:37
