jellycatid,jellycatname,category,link,imagelink,datecreated
d0379e3f-e857-4867-b808-d076f397557e,Bashful Luxe Bunny Azure,Collections/Bashful Bunnies,/us/bashful-luxe-bunny-azure-bas3azu/,https://www.jellycat.com/images/products/medium/BAS3AZU.jpg,2024-01-11 07:02:52
5c5d97d6-6172-4a85-9d9a-3368c521e766,All Kinds of Cats Book,Books/Story Books,/us/all-kinds-of-cats-book-bk4cats/,https://www.jellycat.com/images/products/medium/BK4CATS.jpg,2024-01-11 07:02:52
484d5a7c-e70b-4935-a878-2849573e389a,Fergus Frog,Collections/Super Softies,/us/fergus-frog-ff3fe/,https://www.jellycat.com/images/products/medium/FF3FE.jpg,2024-01-11 07:02:52
58f0fb19-5fa0-4fa2-9531-7d5c92cbff6b,Jellycat Head Giant,Collections/Super Softies,/us/jellycat-head-giant-jelc1d/,https://www.jellycat.com/images/products/medium/JELC1D.jpg,2024-01-11 07:02:52
a410dfc7-a583-4270-b224-10ae09be6fbe,Jellycat Jack,Collections/Super Softies,/us/jellycat-jack-jelc3m/,https://www.jellycat.com/images/products/medium/JELC3M.jpg,2024-01-11 07:02:52
6a3be151-e56f-4459-ba60-50d33562ade6,Jellycat Bag Charm,Collections/Super Softies,/us/jellycat-bag-charm-jelc4bc/,https://www.jellycat.com/images/products/medium/JELC4BC.jpg,2024-01-11 07:02:52
89e63f39-c184-4cda-bf9b-a5402007388f,Jellycat Bag,Collections/Super Softies,/us/jellycat-bag-jelc4bg/,https://www.jellycat.com/images/products/medium/JELC4BG.jpg,2024-01-11 07:02:52
bb394faa-4d09-4d24-a43d-b9bc0bef6b41,Junglie Monkey,Collections/Super Softies,/us/junglie-monkey-jun3mk/,https://www.jellycat.com/images/products/medium/JUN3MK.jpg,2024-01-11 07:02:52
998ecb21-f93c-41e9-82ce-6ac570bae025,Truffles Sheep,Collections/Super Softies,/us/truffles-sheep-tr2se/,https://www.jellycat.com/images/products/medium/TR2SE.jpg,2024-01-11 07:02:52
9e7ae986-13bf-4136-bb25-e0934263f012,Darvin Dragon,Collections/Colourful & Quirky,/us/darvin-dragon-dar3d/,https://www.jellycat.com/images/products/medium/DAR3D.jpg,2024-01-11 07:02:52
97e92308-d779-43b7-b617-b786807f98b5,Golden Dragon,Collections/Beautifully Scrumptious,/us/golden-dragon-gld2dd/,https://www.jellycat.com/images/products/medium/GLD2DD.jpg,2024-01-11 07:02:52
c8a72df3-a98b-4372-bd1a-e1b7b4e01bb1,Golden Dragon Bag Charm,Bags/Bag Charms,/us/golden-dragon-bag-charm-gld4bc/,https://www.jellycat.com/images/products/medium/GLD4BC.jpg,2024-01-11 07:02:52
4ad00428-c64b-47c1-ad98-43488bcdc851,Lavender Dragon Bag Charm,Bags/Bag Charms,/us/lavender-dragon-bag-charm-lav4bc/,https://www.jellycat.com/images/products/medium/LAV4BC.jpg,2024-01-11 07:02:52
eae5bfcc-610e-4160-b476-f6362a4e6249,Little Dragon Bag Charm,Bags/Bag Charms,/us/little-dragon-bag-charm-ldg4bc/,https://www.jellycat.com/images/products/medium/LDG4BC.jpg,2024-01-11 07:02:52
85f733e7-f08f-4340-962a-e9f9db84c32e,Rose Dragon Bag Charm,Bags/Bag Charms,/us/rose-dragon-bag-charm-rose4bc/,https://www.jellycat.com/images/products/medium/ROSE4BC.jpg,2024-01-11 07:02:52
44c75992-2abf-47aa-98a1-d3f94fb27b45,Snow Dragon Bag Charm,Bags/Bag Charms,/us/snow-dragon-bag-charm-snw4bc/,https://www.jellycat.com/images/products/medium/SNW4BC.jpg,2024-01-11 07:02:52
e184a641-fe29-47a3-a75f-c9591005fcd2,Aimee Sheep,Collections/Colourful & Quirky,/us/aimee-sheep-ame2s/,https://www.jellycat.com/images/products/medium/AME2S.jpg,2024-01-11 07:02:52
5f078709-16ae-4380-b537-40228a8615d7,Bashful Red Love Heart Bunny,Collections/Colourful & Quirky,/us/bashful-red-love-heart-bunny-bb3love/,https://www.jellycat.com/images/products/medium/BB3LOVE.jpg,2024-01-11 07:02:52
ebbbae3c-12c8-4ea3-a6e3-deae70bddbd3,Fabian Frog Prince,Collections/Colourful & Quirky,/us/fabian-frog-prince-fp3fab/,https://www.jellycat.com/images/products/medium/FP3FAB.jpg,2024-01-11 07:02:52
2095b13f-ece6-4127-a3d4-a7b7920fd9ed,Loulou Love Bug,Collections/Colourful & Quirky,/us/loulou-love-bug-l6lbug/,https://www.jellycat.com/images/products/medium/L6LBUG.jpg,2024-01-11 07:02:52
957123f4-1877-48ff-8cb9-a7d81a9c6c2e,Amore Bunny,Collections/Super Softies,/us/amore-bunny-am2b/,https://www.jellycat.com/images/products/medium/AM2B.jpg,2024-01-11 07:02:52
a9a51c6e-5c70-430f-9eca-0a3854fd378f,Bibbly Bobbly Sheep,Collections/Colourful & Quirky,/us/bibbly-bobbly-sheep-b2sh/,https://www.jellycat.com/images/products/medium/B2SH.jpg,2024-01-11 07:02:52
3ae0e83a-5ff1-4f96-992c-efaba63414e0,Brynlee Bee,Collections/Colourful & Quirky,/us/brynlee-bee-b3bee/,https://www.jellycat.com/images/products/medium/B3BEE.jpg,2024-01-11 07:02:52
6be16c93-9171-4c57-b684-7f3ac134e9db,Bartholomew Bear Bathrobe,Collections/Super Softies,/us/bartholomew-bear-bathrobe-barm2br/,https://www.jellycat.com/images/products/medium/BARM2BR.jpg,2024-01-11 07:02:52
f7503b11-e4a3-4e0e-bd3e-17227c363c7b,Bashful Duckling,Collections/Bashfuls,/us/bashful-duckling-bas3dck/,https://www.jellycat.com/images/products/medium/BAS3DCK.jpg,2024-01-11 07:02:52
508e587a-bb8d-477c-841f-6ba5e85f478f,Bashful Moss Bunny,Collections/Bashful Bunnies,/us/bashful-moss-bunny-bas3moss/,https://www.jellycat.com/images/products/medium/BAS3MOSS.jpg,2024-01-11 07:02:52
55c2d016-ea0b-45d4-ac32-0b227f432df0,Bashful Viola Bunny,Collections/Bashful Bunnies,/us/bashful-viola-bunny-bas3vb/,https://www.jellycat.com/images/products/medium/BAS3VB.jpg,2024-01-11 07:02:52
8d486c23-66a0-4c8c-9493-56f0bad95c79,Bashful Bunny with Carrot,Collections/Bashful Bunnies,/us/bashful-bunny-with-carrot-bb6c/,https://www.jellycat.com/images/products/medium/BB6C.jpg,2024-01-11 07:02:52
67d8bd7b-5d50-4f1a-835c-faba79178326,Bashful Bunny with Daffodil,Collections/Bashful Bunnies,/us/bashful-bunny-with-daffodil-bb6df/,https://www.jellycat.com/images/products/medium/BB6DF.jpg,2024-01-11 07:02:52
a5fc396c-b4b3-45f5-9ddb-ccd1f77e07da,Lottie Fairy Bunny Book,Books/Story Books,/us/lottie-fairy-bunny-book-bk4lotbf/,https://www.jellycat.com/images/products/medium/BK4LOTBF.jpg,2024-01-11 07:02:52
4f945398-8d74-4a25-8bc2-70c8ab586b36,Blossom Cherry Bunny,Collections/Blossom Bunnies,/us/blossom-cherry-bunny-bl3che/,https://www.jellycat.com/images/products/medium/BL3CHE.jpg,2024-01-11 07:02:52
58595bd5-68cd-4d7e-953c-33e7154e0f8b,Dainty Dessert Bunny Macaron,Amuseables/Food & Drink,/us/dainty-dessert-bunny-macaron-dd3bm/,https://www.jellycat.com/images/products/medium/DD3BM.jpg,2024-01-11 07:02:52
a0256f58-dfc9-491b-b13f-168e8f175077,Fluffy Duck,Collections/Pocket Pals,/us/fluffy-duck-f6du/,https://www.jellycat.com/images/products/medium/F6DU.jpg,2024-01-11 07:02:52
decb5381-0bbe-4c06-a170-7873691cd459,Finnegan Frog,Collections/Colourful & Quirky,/us/finnegan-frog-fin3frn/,https://www.jellycat.com/images/products/medium/FIN3FRN.jpg,2024-01-11 07:02:52
1eb943be-d778-4cf3-87d0-9da3a4c63225,Lottie Bunny Fairy,Collections/Dressed Toys,/us/lottie-bunny-fairy-lot3fb/,https://www.jellycat.com/images/products/medium/LOT3FB.jpg,2024-01-11 07:02:52
27146681-80e4-4712-851d-23c63d0c9a46,Messenger Bunny,Collections/Pocket Pals,/us/messenger-bunny-mes6b/,https://www.jellycat.com/images/products/medium/MES6B.jpg,2024-01-11 07:02:52
f196d51d-ae32-43bb-b2d1-b9d5f474d69b,Smudge Rabbit Big,Collections/Super Softies,/us/smudge-rabbit-big-smg2rb/,https://www.jellycat.com/images/products/medium/SMG2RB.jpg,2024-01-11 07:02:52
c127f917-9801-458c-a4fb-2721a9db479d,Amore Corgi,Collections/Super Softies,/us/amore-corgi-am2cor/,https://www.jellycat.com/images/products/medium/AM2COR.jpg,2024-01-11 07:02:52
d3a272c8-b03c-4c2c-8a0b-fc6624f194fe,Bartholomew Bear Pumpkin,Collections/Super Softies,/us/bartholomew-bear-pumpkin-barl2pum/,https://www.jellycat.com/images/products/medium/BARL2PUM.jpg,2024-01-11 07:02:52
