jellycatid,jellycatname,category,link,imagelink,datecreated
6e58d726-04ad-44ab-84e9-c2e1533ca003,Bashful Luxe Bunny Azure,Collections/Bashful Bunnies,/us/bashful-luxe-bunny-azure-bas3azu/,https://www.jellycat.com/images/products/medium/BAS3AZU.jpg,2024-01-06 07:37:09
d46d24ab-b5b4-413a-bbcf-dd4e65bc470b,All Kinds of Cats Book,Books/Story Books,/us/all-kinds-of-cats-book-bk4cats/,https://www.jellycat.com/images/products/medium/BK4CATS.jpg,2024-01-06 07:37:09
7a15559c-b847-4a95-ad59-4b57a9805259,Fergus Frog,Collections/Super Softies,/us/fergus-frog-ff3fe/,https://www.jellycat.com/images/products/medium/FF3FE.jpg,2024-01-06 07:37:09
d0d00bb8-d520-4d63-aff8-3336e46f155e,Jellycat Head Giant,Collections/Super Softies,/us/jellycat-head-giant-jelc1d/,https://www.jellycat.com/images/products/medium/JELC1D.jpg,2024-01-06 07:37:09
f5b9ef8b-ef76-4e2d-bdf6-db2248bb1725,Jellycat Jack,Collections/Super Softies,/us/jellycat-jack-jelc3m/,https://www.jellycat.com/images/products/medium/JELC3M.jpg,2024-01-06 07:37:09
fa4536c0-390a-44cd-8ce6-cd862d2b8b04,Jellycat Bag Charm,Collections/Super Softies,/us/jellycat-bag-charm-jelc4bc/,https://www.jellycat.com/images/products/medium/JELC4BC.jpg,2024-01-06 07:37:09
07b6eae9-446e-4e8c-abe2-6a8703f91b8a,Jellycat Bag,Collections/Super Softies,/us/jellycat-bag-jelc4bg/,https://www.jellycat.com/images/products/medium/JELC4BG.jpg,2024-01-06 07:37:09
b4685b6b-6fb3-45c7-b057-5402896a9d4b,Junglie Monkey,Collections/Super Softies,/us/junglie-monkey-jun3mk/,https://www.jellycat.com/images/products/medium/JUN3MK.jpg,2024-01-06 07:37:09
99241227-1aef-49cf-b213-3b2e0c7453e7,Truffles Sheep,Collections/Super Softies,/us/truffles-sheep-tr2se/,https://www.jellycat.com/images/products/medium/TR2SE.jpg,2024-01-06 07:37:09
84486614-3f2e-4387-8a26-1e4cb9b16c54,Golden Dragon,Collections/Beautifully Scrumptious,/us/golden-dragon-gld2dd/,https://www.jellycat.com/images/products/medium/GLD2DD.jpg,2024-01-06 07:37:09
7a2ed4ed-cbcf-45c4-a816-13f24e8183e0,Golden Dragon Bag Charm,Bags/Bag Charms,/us/golden-dragon-bag-charm-gld4bc/,https://www.jellycat.com/images/products/medium/GLD4BC.jpg,2024-01-06 07:37:09
74edf79a-9892-4063-bc82-7a2e377ebebd,Lavender Dragon Bag Charm,Bags/Bag Charms,/us/lavender-dragon-bag-charm-lav4bc/,https://www.jellycat.com/images/products/medium/LAV4BC.jpg,2024-01-06 07:37:09
00d5b509-788f-42d4-ab4b-7f97d2afe083,Little Dragon Bag Charm,Bags/Bag Charms,/us/little-dragon-bag-charm-ldg4bc/,https://www.jellycat.com/images/products/medium/LDG4BC.jpg,2024-01-06 07:37:09
4fcb48b4-4d93-49ad-8f65-f0b49f6bfd42,Rose Dragon Bag Charm,Bags/Bag Charms,/us/rose-dragon-bag-charm-rose4bc/,https://www.jellycat.com/images/products/medium/ROSE4BC.jpg,2024-01-06 07:37:09
300885e6-8a9b-4644-9c81-8468eafe3756,Snow Dragon Bag Charm,Bags/Bag Charms,/us/snow-dragon-bag-charm-snw4bc/,https://www.jellycat.com/images/products/medium/SNW4BC.jpg,2024-01-06 07:37:09
b5c9cea2-3311-40f0-9bd4-0eb085a2059c,Aimee Sheep,Collections/Colourful & Quirky,/us/aimee-sheep-ame2s/,https://www.jellycat.com/images/products/medium/AME2S.jpg,2024-01-06 07:37:09
0c2e4db1-6860-4def-b9c1-8a60ee526aa7,Bashful Red Love Heart Bunny,Collections/Colourful & Quirky,/us/bashful-red-love-heart-bunny-bb3love/,https://www.jellycat.com/images/products/medium/BB3LOVE.jpg,2024-01-06 07:37:09
2168f104-034d-41c8-9b05-576ac09c7083,Fabian Frog Prince,Collections/Colourful & Quirky,/us/fabian-frog-prince-fp3fab/,https://www.jellycat.com/images/products/medium/FP3FAB.jpg,2024-01-06 07:37:09
73b7c52c-d978-4c9d-b11b-412ca01dd07a,Loulou Love Bug,Collections/Colourful & Quirky,/us/loulou-love-bug-l6lbug/,https://www.jellycat.com/images/products/medium/L6LBUG.jpg,2024-01-06 07:37:09
eaf67a77-a8cb-4906-8b47-55e50dbc35a8,Amore Bunny,Collections/Super Softies,/us/amore-bunny-am2b/,https://www.jellycat.com/images/products/medium/AM2B.jpg,2024-01-06 07:37:09
9a8624cc-eb3d-4b2c-a07f-7793d6efdee2,Bibbly Bobbly Sheep,Collections/Colourful & Quirky,/us/bibbly-bobbly-sheep-b2sh/,https://www.jellycat.com/images/products/medium/B2SH.jpg,2024-01-06 07:37:09
0bf15293-a86f-4d1a-9e52-9cee2182ca52,Brynlee Bee,Collections/Colourful & Quirky,/us/brynlee-bee-b3bee/,https://www.jellycat.com/images/products/medium/B3BEE.jpg,2024-01-06 07:37:09
cd82cd16-ae64-43a1-8d13-f91ace7beb09,Bartholomew Bear Bathrobe,Collections/Super Softies,/us/bartholomew-bear-bathrobe-barm2br/,https://www.jellycat.com/images/products/medium/BARM2BR.jpg,2024-01-06 07:37:09
59e2d8d8-8985-4693-b3f6-1ee76731204d,Bashful Duckling,Collections/Bashfuls,/us/bashful-duckling-bas3dck/,https://www.jellycat.com/images/products/medium/BAS3DCK.jpg,2024-01-06 07:37:09
3721bd1a-1d5a-48ef-bc85-1e7e66da0b60,Bashful Moss Bunny,Collections/Bashful Bunnies,/us/bashful-moss-bunny-bas3moss/,https://www.jellycat.com/images/products/medium/BAS3MOSS.jpg,2024-01-06 07:37:09
4a940509-32c3-4ece-8344-a47b62f8c20b,Bashful Viola Bunny,Collections/Bashful Bunnies,/us/bashful-viola-bunny-bas3vb/,https://www.jellycat.com/images/products/medium/BAS3VB.jpg,2024-01-06 07:37:09
b46b8666-d5cc-467f-baf7-ddf047daff53,Bashful Bunny with Carrot,Collections/Bashful Bunnies,/us/bashful-bunny-with-carrot-bb6c/,https://www.jellycat.com/images/products/medium/BB6C.jpg,2024-01-06 07:37:09
434924a6-e5e4-44c5-864a-9d99fba68dc8,Bashful Bunny with Daffodil,Collections/Bashful Bunnies,/us/bashful-bunny-with-daffodil-bb6df/,https://www.jellycat.com/images/products/medium/BB6DF.jpg,2024-01-06 07:37:09
753eadc0-eb1d-4308-bf02-f2390d9fb265,Lottie Fairy Bunny Book,Books/Story Books,/us/lottie-fairy-bunny-book-bk4lotbf/,https://www.jellycat.com/images/products/medium/BK4LOTBF.jpg,2024-01-06 07:37:09
c2d34509-95f6-484e-8879-ae2a30dd1aaf,Blossom Cherry Bunny,Collections/Blossom Bunnies,/us/blossom-cherry-bunny-bl3che/,https://www.jellycat.com/images/products/medium/BL3CHE.jpg,2024-01-06 07:37:09
