,jellycat_id,jellycat_name,price,information,link,image_link,date_created
0,e9d90325-309f-440a-b0af-05f87bb6619e,Bashful Luxe Bunny Azure,35.0,Huge Medium Buy MeOut of StockBashful Luxe Bunny Azure $35.00 USD            (1),/us/bashful-luxe-bunny-azure-bas3azu/,https://www.jellycat.com/images/products/medium/BAS3AZU.jpg,2024-03-01 21:55:48
1,56a0b3b9-45e8-4761-953b-e4c7a462e63b,All Kinds of Cats Book,15.0,One Size  - 991Buy MeOut of StockAll Kinds of Cats Book $15.00 USD  ,/us/all-kinds-of-cats-book-bk4cats/,https://www.jellycat.com/images/products/medium/BK4CATS.jpg,2024-03-01 21:55:48
2,61a12d0b-57be-4883-93cb-2aa3feb48746,Fergus Frog,50.0,One Size  - 4161Buy MeOut of StockFergus Frog $50.00 USD  ,/us/fergus-frog-ff3fe/,https://www.jellycat.com/images/products/medium/FF3FE.jpg,2024-03-01 21:55:48
3,7a3b55e5-4298-4c98-969b-b926eda94201,Jellycat Head Giant,220.0,One Size  - 107Buy MeOut of StockJellycat Head Giant $220.00 USD  ,/us/jellycat-head-giant-jelc1d/,https://www.jellycat.com/images/products/medium/JELC1D.jpg,2024-03-01 21:55:48
4,eea1d9da-492b-4d03-8871-d03f617cb101,Jellycat Jack,45.0,Really Big Huge Medium Buy MeOut of StockJellycat Jack $45.00 USD            (2),/us/jellycat-jack-jelc3m/,https://www.jellycat.com/images/products/medium/JELC3M.jpg,2024-03-01 21:55:48
5,0d99c119-61dd-40ad-b5ac-aa4baa670c2e,Jellycat Bag Charm,28.0,One Size  - 14475Buy MeOut of StockJellycat Bag Charm $28.00 USD  ,/us/jellycat-bag-charm-jelc4bc/,https://www.jellycat.com/images/products/medium/JELC4BC.jpg,2024-03-01 21:55:48
6,61bb75d2-67ab-43dd-b4a3-8dcc0dd94be4,Jellycat Bag,45.0,One Size  - 974Buy MeOut of StockJellycat Bag $45.00 USD  ,/us/jellycat-bag-jelc4bg/,https://www.jellycat.com/images/products/medium/JELC4BG.jpg,2024-03-01 21:55:48
7,dd4c655c-52c3-4111-ba49-b9c84f619940,Junglie Monkey,55.0,Medium  - 2097Buy MeOut of StockJunglie Monkey $55.00 USD  ,/us/junglie-monkey-jun3mk/,https://www.jellycat.com/images/products/medium/JUN3MK.jpg,2024-03-01 21:55:48
8,413c6bb3-d09c-4d6f-9f96-e9fc3ab834eb,Truffles Sheep,110.0,Large  - 1754Buy MeOut of StockTruffles Sheep $110.00 USD  ,/us/truffles-sheep-tr2se/,https://www.jellycat.com/images/products/medium/TR2SE.jpg,2024-03-01 21:55:48
9,c3fc0ec6-a1ad-4974-9581-9f576d59dcf4,Golden Dragon,65.0,Huge Large Little Buy MeOut of StockGolden Dragon $65.00 USD  ,/us/golden-dragon-gld2dd/,https://www.jellycat.com/images/products/medium/GLD2DD.jpg,2024-03-01 21:55:48
10,b6951f67-8869-4e12-87c3-782232190140,Golden Dragon Bag Charm,28.0,One Size  - 1176Buy MeOut of StockGolden Dragon Bag Charm $28.00 USD  ,/us/golden-dragon-bag-charm-gld4bc/,https://www.jellycat.com/images/products/medium/GLD4BC.jpg,2024-03-01 21:55:48
11,6cdd1389-d4f5-43fd-b136-8dd0ad7d1c3e,Lavender Dragon Bag Charm,28.0,One Size  - 2528Buy MeOut of StockLavender Dragon Bag Charm $28.00 USD  ,/us/lavender-dragon-bag-charm-lav4bc/,https://www.jellycat.com/images/products/medium/LAV4BC.jpg,2024-03-01 21:55:48
12,4e47b633-a85c-428b-891f-d9b99918274f,Little Dragon Bag Charm,23.0,One Size  - 18841Buy MeOut of StockLittle Dragon Bag Charm $23.00 USD  ,/us/little-dragon-bag-charm-ldg4bc/,https://www.jellycat.com/images/products/medium/LDG4BC.jpg,2024-03-01 21:55:48
13,26ac98dc-0ff1-4ebd-be31-c8b04e8376a0,Rose Dragon Bag Charm,28.0,One Size  - 421Buy MeOut of StockRose Dragon Bag Charm $28.00 USD  ,/us/rose-dragon-bag-charm-rose4bc/,https://www.jellycat.com/images/products/medium/ROSE4BC.jpg,2024-03-01 21:55:48
14,86dc4e6d-9f74-4c3f-98da-35f9842cc06e,Snow Dragon Bag Charm,28.0,One Size  - 1323Buy MeOut of StockSnow Dragon Bag Charm $28.00 USD  ,/us/snow-dragon-bag-charm-snw4bc/,https://www.jellycat.com/images/products/medium/SNW4BC.jpg,2024-03-01 21:55:48
15,9208e19c-db56-4d32-aaef-46c3efc00bad,Aimee Sheep,40.0,One Size  - 2768Buy MeOut of StockAimee Sheep $40.00 USD  ,/us/aimee-sheep-ame2s/,https://www.jellycat.com/images/products/medium/AME2S.jpg,2024-03-01 21:55:48
16,b8e669be-1f75-4966-88f6-ceb7d9f2e365,Bashful Red Love Heart Bunny,32.0,Medium Small Buy MeOut of StockBashful Red Love Heart Bunny $32.00 USD            (1),/us/bashful-red-love-heart-bunny-bb3love/,https://www.jellycat.com/images/products/medium/BB3LOVE.jpg,2024-03-01 21:55:48
17,b3f53082-cd65-4aaf-965d-71749204b469,Fabian Frog Prince,40.0,One Size  - 2350Buy MeOut of StockFabian Frog Prince $40.00 USD  ,/us/fabian-frog-prince-fp3fab/,https://www.jellycat.com/images/products/medium/FP3FAB.jpg,2024-03-01 21:55:48
18,dd6b402b-4b6c-4722-8330-f09bb6aff5f1,Loulou Love Bug,20.0,One Size  - 1680Buy MeOut of StockLoulou Love Bug $20.00 USD  ,/us/loulou-love-bug-l6lbug/,https://www.jellycat.com/images/products/medium/L6LBUG.jpg,2024-03-01 21:55:48
19,bd389d94-a028-4654-96ca-47711e59cd70,Amore Bunny,40.0,Medium  - 4864Buy MeOut of StockAmore Bunny $40.00 USD  ,/us/amore-bunny-am2b/,https://www.jellycat.com/images/products/medium/AM2B.jpg,2024-03-01 21:55:48
20,fa872ea7-8937-4324-b279-1900788864f6,Bibbly Bobbly Sheep,55.0,One Size  - 644Buy MeOut of StockBibbly Bobbly Sheep $55.00 USD  ,/us/bibbly-bobbly-sheep-b2sh/,https://www.jellycat.com/images/products/medium/B2SH.jpg,2024-03-01 21:55:48
21,e8c70668-62fe-4c8c-93d4-51a1e1604ee3,Brynlee Bee,28.0,One Size  - 235Buy MeOut of StockBrynlee Bee $28.00 USD  ,/us/brynlee-bee-b3bee/,https://www.jellycat.com/images/products/medium/B3BEE.jpg,2024-03-01 21:55:48
22,8cac0d19-0fb1-4097-9af2-142b79a77b21,Bartholomew Bear Bathrobe,45.0,Medium  - 5475Buy MeOut of StockBartholomew Bear Bathrobe $45.00 USD  ,/us/bartholomew-bear-bathrobe-barm2br/,https://www.jellycat.com/images/products/medium/BARM2BR.jpg,2024-03-01 21:55:48
23,cca91f2c-791d-424e-af64-6f5e21a8b59f,Bashful Duckling,28.0,Medium  - 1017Buy MeOut of StockBashful Duckling $28.00 USD  ,/us/bashful-duckling-bas3dck/,https://www.jellycat.com/images/products/medium/BAS3DCK.jpg,2024-03-01 21:55:48
24,e7cfb2aa-80fc-4e49-9b94-aa4d3b85ea5a,Bashful Moss Bunny,28.0,Medium Small Buy MeOut of StockBashful Moss Bunny $28.00 USD  ,/us/bashful-moss-bunny-bas3moss/,https://www.jellycat.com/images/products/medium/BAS3MOSS.jpg,2024-03-01 21:55:48
25,731c23ce-a899-4a00-8ae2-d36ec7ad6a4b,Bashful Viola Bunny,28.0,Medium Small Buy MeOut of StockBashful Viola Bunny $28.00 USD  ,/us/bashful-viola-bunny-bas3vb/,https://www.jellycat.com/images/products/medium/BAS3VB.jpg,2024-03-01 21:55:48
26,b5563444-bf6d-4845-a642-3f8ec227fecd,Bashful Bunny with Carrot,28.0,Small  - 896Buy MeOut of StockBashful Bunny with Carrot $28.00 USD  ,/us/bashful-bunny-with-carrot-bb6c/,https://www.jellycat.com/images/products/medium/BB6C.jpg,2024-03-01 21:55:48
27,fbb8ec2d-0133-4bdd-9cd2-df79b6f681f2,Bashful Bunny with Daffodil,28.0,Small  - 404Buy MeOut of StockBashful Bunny with Daffodil $28.00 USD  ,/us/bashful-bunny-with-daffodil-bb6df/,https://www.jellycat.com/images/products/medium/BB6DF.jpg,2024-03-01 21:55:48
28,570c90f7-9933-4ee9-b36d-c88c6e4ec7a8,Lottie Fairy Bunny Book,15.0,One Size  - 734Buy MeOut of StockLottie Fairy Bunny Book $15.00 USD  ,/us/lottie-fairy-bunny-book-bk4lotbf/,https://www.jellycat.com/images/products/medium/BK4LOTBF.jpg,2024-03-01 21:55:48
29,9412c9d1-6aa9-40e0-84bc-5ea7865a4d30,Blossom Cherry Bunny,28.0,Medium Small Buy MeOut of StockBlossom Cherry Bunny $28.00 USD  ,/us/blossom-cherry-bunny-bl3che/,https://www.jellycat.com/images/products/medium/BL3CHE.jpg,2024-03-01 21:55:48
30,05eaafc1-8d74-43fb-9b1d-71adc27d43d3,Dainty Dessert Bunny Macaron,28.0,One Size  - 847Buy MeOut of StockDainty Dessert Bunny Macaron $28.00 USD  ,/us/dainty-dessert-bunny-macaron-dd3bm/,https://www.jellycat.com/images/products/medium/DD3BM.jpg,2024-03-01 21:55:48
31,226b0968-76f8-4e55-9e06-758c20fbd99c,Lottie Bunny Fairy,32.5,One Size  - 1972Buy MeOut of StockLottie Bunny Fairy $32.50 USD  ,/us/lottie-bunny-fairy-lot3fb/,https://www.jellycat.com/images/products/medium/LOT3FB.jpg,2024-03-01 21:55:48
32,0609aeb5-8880-4029-9404-678598503a0c,Messenger Bunny,32.5,One Size  - 668Buy MeOut of StockMessenger Bunny $32.50 USD  ,/us/messenger-bunny-mes6b/,https://www.jellycat.com/images/products/medium/MES6B.jpg,2024-03-01 21:55:48
33,3d312fbc-86ed-4952-bbdb-94110fc7709e,Amore Corgi,40.0,Medium  - 920Buy MeOut of StockAmore Corgi $40.00 USD            (3),/us/amore-corgi-am2cor/,https://www.jellycat.com/images/products/medium/AM2COR.jpg,2024-03-01 21:55:48
34,3b270709-9f1b-4895-86e7-d08c7f3d2a0b,Bartholomew Bear Pumpkin,50.0,Large  - 613Buy MeOut of StockBartholomew Bear Pumpkin $50.00 USD            (17),/us/bartholomew-bear-pumpkin-barl2pum/,https://www.jellycat.com/images/products/medium/BARL2PUM.jpg,2024-03-01 21:55:48
35,bb7ffec5-1db0-4a54-9dae-52d8916a2d92,Bashful Pegasus,28.0,Medium  - 2107Buy MeOut of StockBashful Pegasus $28.00 USD            (4),/us/bashful-pegasus-bas3peg/,https://www.jellycat.com/images/products/medium/BAS3PEG.jpg,2024-03-01 21:55:48
36,7d810129-a8b2-4c13-9a3b-a600d69281a0,If I Were an Owl Board Book,13.5,One Size  - 434Buy MeOut of StockIf I Were an Owl Board Book $13.50 USD  ,/us/if-i-were-an-owl-board-book-bb444owln/,https://www.jellycat.com/images/products/medium/BB444OWLN.jpg,2024-03-01 21:55:48
37,09465754-8a37-4738-a8fc-1bf75ab1becf,Betty Corgi Bag Charm,23.0,One Size  - 2701Buy MeOut of StockBetty Corgi Bag Charm $23.00 USD            (1),/us/betty-corgi-bag-charm-bet4bc/,https://www.jellycat.com/images/products/medium/BET4BC.jpg,2024-03-01 21:55:48
38,0a56aa20-dfe0-4497-8820-cd9dec458209,Rory Le Courageux Petit Lion Livre (The Very Brave Lion),15.0,One Size  - 182Buy MeOut of StockRory Le Courageux Petit Lion Livre (The Very Brave Lion) $15.00 USD  ,/us/rory-le-courageux-petit-lion-livre-the-very-brave-lion-bk4blf/,https://www.jellycat.com/images/products/medium/BK4BLF.jpg,2024-03-01 21:55:48
39,7034b014-bcf4-43a8-8d4b-18c31c1d7b51,Lapin Timide Et Ses Petites Aventures Livre (Little Me),15.0,One Size  - 225Buy MeOut of StockLapin Timide Et Ses Petites Aventures Livre (Little Me) $15.00 USD  ,/us/lapin-timide-et-ses-petites-aventures-livre-little-me-bk4lmf/,https://www.jellycat.com/images/products/medium/BK4LMF.jpg,2024-03-01 21:55:48
