jellycatid,jellycatname,category,link,imagelink,datecreated
22816326-fae2-44b1-8695-37606890a693,Bashful Luxe Bunny Azure,Collections/Bashful Bunnies,/us/bashful-luxe-bunny-azure-bas3azu/,https://www.jellycat.com/images/products/medium/BAS3AZU.jpg,2024-01-07 18:41:23
07eb2d66-f853-4948-928e-76b56e748ea2,All Kinds of Cats Book,Books/Story Books,/us/all-kinds-of-cats-book-bk4cats/,https://www.jellycat.com/images/products/medium/BK4CATS.jpg,2024-01-07 18:41:23
31015445-e0cc-41a2-88ba-491eab250459,Fergus Frog,Collections/Super Softies,/us/fergus-frog-ff3fe/,https://www.jellycat.com/images/products/medium/FF3FE.jpg,2024-01-07 18:41:23
a31ab873-026a-498e-95f2-61183fb97abc,Jellycat Head Giant,Collections/Super Softies,/us/jellycat-head-giant-jelc1d/,https://www.jellycat.com/images/products/medium/JELC1D.jpg,2024-01-07 18:41:23
7f428935-3368-4521-b443-00ea56b3ab9e,Jellycat Jack,Collections/Super Softies,/us/jellycat-jack-jelc3m/,https://www.jellycat.com/images/products/medium/JELC3M.jpg,2024-01-07 18:41:23
190d3ec8-9934-4244-8e02-2976ccc991d7,Jellycat Bag Charm,Collections/Super Softies,/us/jellycat-bag-charm-jelc4bc/,https://www.jellycat.com/images/products/medium/JELC4BC.jpg,2024-01-07 18:41:23
c3271d4a-fa34-41c4-9434-f5ae0da5167c,Jellycat Bag,Collections/Super Softies,/us/jellycat-bag-jelc4bg/,https://www.jellycat.com/images/products/medium/JELC4BG.jpg,2024-01-07 18:41:23
08a1740a-53c3-421e-814b-6a2d5bfa8cd3,Junglie Monkey,Collections/Super Softies,/us/junglie-monkey-jun3mk/,https://www.jellycat.com/images/products/medium/JUN3MK.jpg,2024-01-07 18:41:23
ce507706-442e-4cf7-9f71-766063c8ef75,Truffles Sheep,Collections/Super Softies,/us/truffles-sheep-tr2se/,https://www.jellycat.com/images/products/medium/TR2SE.jpg,2024-01-07 18:41:23
0fe12504-f31c-443d-a962-995d2171abf1,Golden Dragon,Collections/Beautifully Scrumptious,/us/golden-dragon-gld2dd/,https://www.jellycat.com/images/products/medium/GLD2DD.jpg,2024-01-07 18:41:23
bd9635ed-f700-40af-bf35-39a68ba5656c,Golden Dragon Bag Charm,Bags/Bag Charms,/us/golden-dragon-bag-charm-gld4bc/,https://www.jellycat.com/images/products/medium/GLD4BC.jpg,2024-01-07 18:41:23
3999f7ff-ee70-44aa-b076-42c9ac0a30ed,Lavender Dragon Bag Charm,Bags/Bag Charms,/us/lavender-dragon-bag-charm-lav4bc/,https://www.jellycat.com/images/products/medium/LAV4BC.jpg,2024-01-07 18:41:23
72b7239b-a364-4cd5-9194-f27a43542102,Little Dragon Bag Charm,Bags/Bag Charms,/us/little-dragon-bag-charm-ldg4bc/,https://www.jellycat.com/images/products/medium/LDG4BC.jpg,2024-01-07 18:41:23
c959e1b8-510c-4db0-aead-87f5ef6cfd18,Rose Dragon Bag Charm,Bags/Bag Charms,/us/rose-dragon-bag-charm-rose4bc/,https://www.jellycat.com/images/products/medium/ROSE4BC.jpg,2024-01-07 18:41:23
8f8d417a-6196-497b-a247-b0f67114fb2c,Snow Dragon Bag Charm,Bags/Bag Charms,/us/snow-dragon-bag-charm-snw4bc/,https://www.jellycat.com/images/products/medium/SNW4BC.jpg,2024-01-07 18:41:23
e6be0e35-8b3e-43aa-950e-1885530d6c5b,Aimee Sheep,Collections/Colourful & Quirky,/us/aimee-sheep-ame2s/,https://www.jellycat.com/images/products/medium/AME2S.jpg,2024-01-07 18:41:23
958c1733-e8e9-4723-a2a3-0c1965835414,Bashful Red Love Heart Bunny,Collections/Colourful & Quirky,/us/bashful-red-love-heart-bunny-bb3love/,https://www.jellycat.com/images/products/medium/BB3LOVE.jpg,2024-01-07 18:41:23
6ccdb3ba-4c42-4bb6-b15e-685975e78113,Fabian Frog Prince,Collections/Colourful & Quirky,/us/fabian-frog-prince-fp3fab/,https://www.jellycat.com/images/products/medium/FP3FAB.jpg,2024-01-07 18:41:23
064193ad-2983-47a0-940e-8b14f71a812d,Loulou Love Bug,Collections/Colourful & Quirky,/us/loulou-love-bug-l6lbug/,https://www.jellycat.com/images/products/medium/L6LBUG.jpg,2024-01-07 18:41:23
b063c2a8-44f0-4626-a552-6a0f73bfcc63,Amore Bunny,Collections/Super Softies,/us/amore-bunny-am2b/,https://www.jellycat.com/images/products/medium/AM2B.jpg,2024-01-07 18:41:23
b09dfa48-c94d-48bc-a18b-3779a4a0e360,Bibbly Bobbly Sheep,Collections/Colourful & Quirky,/us/bibbly-bobbly-sheep-b2sh/,https://www.jellycat.com/images/products/medium/B2SH.jpg,2024-01-07 18:41:23
b9bdd743-c78d-484e-9184-ef409696de96,Brynlee Bee,Collections/Colourful & Quirky,/us/brynlee-bee-b3bee/,https://www.jellycat.com/images/products/medium/B3BEE.jpg,2024-01-07 18:41:23
438416e2-976d-4b0d-8c25-21ebd3ebfc53,Bartholomew Bear Bathrobe,Collections/Super Softies,/us/bartholomew-bear-bathrobe-barm2br/,https://www.jellycat.com/images/products/medium/BARM2BR.jpg,2024-01-07 18:41:23
5cfe3067-d1ad-4bde-a665-d41d8275433e,Bashful Duckling,Collections/Bashfuls,/us/bashful-duckling-bas3dck/,https://www.jellycat.com/images/products/medium/BAS3DCK.jpg,2024-01-07 18:41:23
84bcc7b4-65a2-434a-8e48-66b963e8b2fe,Bashful Moss Bunny,Collections/Bashful Bunnies,/us/bashful-moss-bunny-bas3moss/,https://www.jellycat.com/images/products/medium/BAS3MOSS.jpg,2024-01-07 18:41:23
8584cd9c-9462-4794-9b65-bc23c1357ace,Bashful Viola Bunny,Collections/Bashful Bunnies,/us/bashful-viola-bunny-bas3vb/,https://www.jellycat.com/images/products/medium/BAS3VB.jpg,2024-01-07 18:41:23
da7c0ebe-20c0-4879-9832-237d72a1b3e1,Bashful Bunny with Carrot,Collections/Bashful Bunnies,/us/bashful-bunny-with-carrot-bb6c/,https://www.jellycat.com/images/products/medium/BB6C.jpg,2024-01-07 18:41:23
36f60234-e3f8-43a1-a1f8-f9596873694d,Bashful Bunny with Daffodil,Collections/Bashful Bunnies,/us/bashful-bunny-with-daffodil-bb6df/,https://www.jellycat.com/images/products/medium/BB6DF.jpg,2024-01-07 18:41:23
7add5bbb-d7c4-4e71-b4cd-4adaa0dce1d1,Lottie Fairy Bunny Book,Books/Story Books,/us/lottie-fairy-bunny-book-bk4lotbf/,https://www.jellycat.com/images/products/medium/BK4LOTBF.jpg,2024-01-07 18:41:23
74f46357-68ba-4157-bfb9-ac7418ec62fe,Blossom Cherry Bunny,Collections/Blossom Bunnies,/us/blossom-cherry-bunny-bl3che/,https://www.jellycat.com/images/products/medium/BL3CHE.jpg,2024-01-07 18:41:23
ce1f16b9-9953-4942-8135-acbe00b6ec0c,Dainty Dessert Bunny Macaron,Amuseables/Food & Drink,/us/dainty-dessert-bunny-macaron-dd3bm/,https://www.jellycat.com/images/products/medium/DD3BM.jpg,2024-01-07 18:41:23
ed927894-98ab-43cd-be3a-8e80a5f1889d,Lottie Bunny Fairy,Collections/Dressed Toys,/us/lottie-bunny-fairy-lot3fb/,https://www.jellycat.com/images/products/medium/LOT3FB.jpg,2024-01-07 18:41:23
638cb420-b353-4cb2-aab7-fad54b57c8db,Messenger Bunny,Collections/Pocket Pals,/us/messenger-bunny-mes6b/,https://www.jellycat.com/images/products/medium/MES6B.jpg,2024-01-07 18:41:23
a5a368b5-f11a-4ca4-82ed-3489cecbdd16,Amore Corgi,Collections/Super Softies,/us/amore-corgi-am2cor/,https://www.jellycat.com/images/products/medium/AM2COR.jpg,2024-01-07 18:41:23
e82d969b-8525-431c-8dd7-a718cc9d0f96,Bartholomew Bear Pumpkin,Collections/Super Softies,/us/bartholomew-bear-pumpkin-barl2pum/,https://www.jellycat.com/images/products/medium/BARL2PUM.jpg,2024-01-07 18:41:23
59b5d646-0fe2-443a-9c67-c5dc10396313,Bashful Pegasus,Collections/Bashfuls,/us/bashful-pegasus-bas3peg/,https://www.jellycat.com/images/products/medium/BAS3PEG.jpg,2024-01-07 18:41:23
457a2ca8-24c6-495e-af96-c6e0c0a0efec,If I Were an Owl Board Book,Books/If I Were Books,/us/if-i-were-an-owl-board-book-bb444owln/,https://www.jellycat.com/images/products/medium/BB444OWLN.jpg,2024-01-07 18:41:23
910f325b-0123-46a6-b842-24eb79e9e746,Betty Corgi Bag Charm,Bags/Bag Charms,/us/betty-corgi-bag-charm-bet4bc/,https://www.jellycat.com/images/products/medium/BET4BC.jpg,2024-01-07 18:41:23
e5994d9a-fcbe-48ec-bb68-c51655ed686d,Rory Le Courageux Petit Lion Livre (The Very Brave Lion),Books/Story Books,/us/rory-le-courageux-petit-lion-livre-the-very-brave-lion-bk4blf/,https://www.jellycat.com/images/products/medium/BK4BLF.jpg,2024-01-07 18:41:23
7849e6bd-30f9-4315-add2-1b974c62f433,Lapin Timide Et Ses Petites Aventures Livre (Little Me),Books/Story Books,/us/lapin-timide-et-ses-petites-aventures-livre-little-me-bk4lmf/,https://www.jellycat.com/images/products/medium/BK4LMF.jpg,2024-01-07 18:41:23
232cb13c-eeb3-4d69-8d57-b5fa63a25857,Lapin Timide Veille Sur Tes Nuits Livre (The Magic Bunny),Books/Story Books,/us/lapin-timide-veille-sur-tes-nuits-livre-the-magic-bunny-bk4mbf/,https://www.jellycat.com/images/products/medium/BK4MBF.jpg,2024-01-07 18:41:23
327dbde5-b1e8-47c4-8a42-679f6d531be5,Lapin Timide Veut Grandir Livre (When I Am Big),Books/Story Books,/us/lapin-timide-veut-grandir-livre-when-i-am-big-bk4wibf/,https://www.jellycat.com/images/products/medium/BK4WIBF.jpg,2024-01-07 18:41:23
9e39c28e-92ca-4095-bbb6-27198330ee3a,Bodacious Beak Parrot,Collections/Colourful & Quirky,/us/bodacious-beak-parrot-bod3bp/,https://www.jellycat.com/images/products/medium/BOD3BP.jpg,2024-01-07 18:41:23
312cbf6e-7fb6-46e7-837c-28f17c13820b,Bodacious Beak Toucan,Collections/Colourful & Quirky,/us/bodacious-beak-toucan-bod3bt/,https://www.jellycat.com/images/products/medium/BOD3BT.jpg,2024-01-07 18:41:23
534d2048-12ed-4af1-8410-d9c9ce4a5df6,Bryno Dino,Collections/Colourful & Quirky,/us/bryno-dino-bry3d/,https://www.jellycat.com/images/products/medium/BRY3D.jpg,2024-01-07 18:41:23
398db7bd-d585-48af-a5ee-3205b76c7e46,Coquette Cutie Bunny,Collections/Dressed Toys,/us/coquette-cutie-bunny-cc3b/,https://www.jellycat.com/images/products/medium/CC3B.jpg,2024-01-07 18:41:23
b251ce4c-0b5d-4d54-b4e2-93d3f1809797,Comfy Coat Bunny,Collections/Dressed Toys,/us/comfy-coat-bunny-com3cb/,https://www.jellycat.com/images/products/medium/COM3CB.jpg,2024-01-07 18:41:23
